answer_nll,answer_len_tokens,answer_len_words,drift_L6,drift_L14,drift_L22,drift_L28,row_id,label
0.4952821433544159,20,17,0.45157384872436523,0.3061561584472656,0.41169267892837524,0.2725778818130493,0,0
0.26847419142723083,19,18,0.43430739641189575,0.3136938214302063,0.45325446128845215,0.33190280199050903,0,1
0.3563235104084015,18,17,0.4340716600418091,0.31194984912872314,0.44302165508270264,0.3340480327606201,0,1
0.7145830988883972,20,19,0.4437643885612488,0.3168606162071228,0.460685670375824,0.29940712451934814,0,1
0.9611932635307312,13,12,0.42807358503341675,0.3192155361175537,0.3602439761161804,0.19606703519821167,1,0
2.6975231170654297,6,5,0.4461047649383545,0.34513163566589355,0.37600088119506836,0.18762099742889404,1,0
4.044069290161133,6,5,0.45111405849456787,0.3796386122703552,0.3612363338470459,0.20598983764648438,1,0
3.1974878311157227,8,7,0.4447993040084839,0.3681858777999878,0.34767043590545654,0.16437774896621704,1,0
1.5236060619354248,12,11,0.42156797647476196,0.2795732021331787,0.3374839425086975,0.174787700176239,1,1
3.7446670532226562,9,8,0.42067378759384155,0.29064464569091797,0.33380603790283203,0.1741495132446289,1,1
4.1663289070129395,7,6,0.43315935134887695,0.3048408031463623,0.32491493225097656,0.17597907781600952,1,1
6.462000846862793,2,1,0.45138299465179443,0.31279265880584717,0.3065757751464844,0.11611407995223999,1,1
2.599578619003296,7,6,0.47489529848098755,0.33470451831817627,0.48327434062957764,0.27683645486831665,2,0
2.001667022705078,10,9,0.5038230717182159,0.39019709825515747,0.5196207761764526,0.43369513750076294,2,0
4.3389387130737305,5,4,0.48981618881225586,0.42704087495803833,0.5804585218429565,0.2397369146347046,2,0
3.0110278129577637,9,8,0.464083194732666,0.3354463577270508,0.49886810779571533,0.3326394557952881,2,1
3.3891520500183105,9,8,0.4620671272277832,0.3451288938522339,0.5093584656715393,0.3140900135040283,2,1
3.4283840656280518,10,8,0.45544731616973877,0.3341367244720459,0.5172088742256165,0.3149411678314209,2,1
1.5402443408966064,10,9,0.48086631298065186,0.28350377082824707,0.32178252935409546,0.2118295431137085,3,0
1.7779244184494019,10,9,0.48031699657440186,0.28573983907699585,0.27040672302246094,0.17177081108093262,3,0
2.574039936065674,9,8,0.48164427280426025,0.28919094800949097,0.32976585626602173,0.19322466850280762,3,0
2.0738143920898438,8,7,0.4825470447540283,0.30681103467941284,0.376950204372406,0.19688564538955688,3,1
3.234395980834961,6,5,0.4962981939315796,0.34059953689575195,0.23498857021331787,0.10343533754348755,3,1
2.559412956237793,7,5,0.4801056385040283,0.4092104434967041,0.37723445892333984,0.20844268798828125,3,1
1.0872550010681152,15,14,0.4630674719810486,0.3083312511444092,0.3473752737045288,0.19883084297180176,4,0
1.2158055305480957,19,16,0.45423823595046997,0.320357084274292,0.38262057304382324,0.2109270691871643,4,0
1.3820449113845825,15,13,0.4587875008583069,0.3091059923171997,0.38152259588241577,0.20149266719818115,4,0
1.9785377979278564,15,12,0.47061091661453247,0.354947030544281,0.34345918893814087,0.15542954206466675,4,1
1.6102465391159058,15,13,0.47423458099365234,0.3596174716949463,0.32246237993240356,0.17391222715377808,4,1
1.9212498664855957,15,12,0.46007436513900757,0.34935224056243896,0.3412717580795288,0.170482337474823,4,1
1.2004077434539795,15,12,0.4695344567298889,0.34836602210998535,0.37238985300064087,0.18860411643981934,4,1
1.4255646467208862,16,14,0.46897292137145996,0.35258471965789795,0.35516268014907837,0.16001522541046143,4,1
1.8884180784225464,15,13,0.4716295003890991,0.32539957761764526,0.3408989906311035,0.155140221118927,4,1
1.9614739418029785,19,12,0.4578871726989746,0.2930278778076172,0.21958130598068237,0.06479430198669434,5,0
2.087346315383911,22,19,0.4514428973197937,0.27878904342651367,0.22790348529815674,0.06344044208526611,5,0
2.6531360149383545,17,15,0.4562389850616455,0.3084476590156555,0.23823606967926025,0.0740976333618164,5,0
0.5300095081329346,16,10,0.4620184898376465,0.30647003650665283,0.20298117399215698,0.07976019382476807,5,0
0.38715434074401855,16,10,0.4522075057029724,0.3026728630065918,0.22528493404388428,0.09866827726364136,5,1
0.8629852533340454,16,10,0.4560537338256836,0.2932732105255127,0.21831244230270386,0.08838766813278198,5,1
1.1842265129089355,17,10,0.4532695412635803,0.33528774976730347,0.2601965665817261,0.10608065128326416,5,1
1.153939127922058,17,10,0.45461320877075195,0.3469827175140381,0.259088397026062,0.09961336851119995,5,1
2.4720218181610107,10,8,0.44660329818725586,0.32960784435272217,0.35080260038375854,0.08781546354293823,6,0
1.5840922594070435,11,10,0.45011377334594727,0.3217587471008301,0.36233019828796387,0.10420405864715576,6,0
1.1677392721176147,10,9,0.44616854190826416,0.32293701171875,0.2791975736618042,0.09866452217102051,6,1
1.5045274496078491,8,7,0.4459823966026306,0.2903509736061096,0.2677990198135376,0.08732986450195312,6,1
2.1396749019622803,10,9,0.45533931255340576,0.3416121006011963,0.30804264545440674,0.09765934944152832,6,1
1.0996897220611572,12,11,0.44592350721359253,0.3206685781478882,0.328511118888855,0.23674702644348145,7,0
2.9002914428710938,6,5,0.4530785083770752,0.3271515965461731,0.33297181129455566,0.22278255224227905,7,0
2.188457489013672,10,9,0.4399479627609253,0.33719950914382935,0.25763237476348877,0.2007298469543457,7,0
1.2104198932647705,12,10,0.43642765283584595,0.30585724115371704,0.2595773935317993,0.20603293180465698,7,1
0.7379558086395264,14,10,0.4380483627319336,0.30485284328460693,0.2876613140106201,0.23480314016342163,7,1
1.0891623497009277,12,10,0.43559885025024414,0.2965381145477295,0.2330520749092102,0.1769576072692871,7,1
1.1472927331924438,11,10,0.4387850761413574,0.3038419485092163,0.2779470682144165,0.25025880336761475,7,1
7.78079080581665,2,1,0.4740779995918274,0.36563509702682495,0.2502697706222534,0.181041419506073,7,1
