answer_nll,answer_len_tokens,answer_len_words,drift_L0,drift_L1,drift_L2,drift_L3,drift_L4,drift_L5,drift_L6,drift_L7,drift_L8,drift_L9,drift_L10,drift_L11,drift_L12,drift_L13,drift_L14,drift_L15,drift_L16,drift_L17,drift_L18,drift_L19,drift_L20,drift_L21,drift_L22,drift_L23,drift_L24,drift_L25,drift_L26,drift_L27,drift_L28,row_id,label
0.4952821433544159,20,17,0.75607068836689,0.3656688928604126,0.3423229455947876,0.3301670551300049,0.49230682849884033,0.4910472631454468,0.45157384872436523,0.4584764242172241,0.49512410163879395,0.4932982325553894,0.3743109107017517,0.3451704978942871,0.3215588331222534,0.32074010372161865,0.3061561584472656,0.2997615933418274,0.3238757252693176,0.3120030164718628,0.32437586784362793,0.3445982336997986,0.3319401741027832,0.34581220149993896,0.41169267892837524,0.38091540336608887,0.34370338916778564,0.3683726191520691,0.446613073348999,0.44375795125961304,0.2725778818130493,0,0
0.26847419142723083,19,18,0.75607068836689,0.36742186546325684,0.3425455689430237,0.32945436239242554,0.4875352382659912,0.48477572202682495,0.43430739641189575,0.45007914304733276,0.49193358421325684,0.511797308921814,0.39506012201309204,0.3532745838165283,0.3352910280227661,0.34304630756378174,0.3136938214302063,0.32221025228500366,0.34160852432250977,0.33393168449401855,0.34769177436828613,0.384091317653656,0.37223321199417114,0.39192092418670654,0.45325446128845215,0.44663310050964355,0.4158303141593933,0.43774640560150146,0.536782294511795,0.5063353776931763,0.33190280199050903,0,1
0.3563235104084015,18,17,0.75607068836689,0.3644976019859314,0.34722626209259033,0.33706390857696533,0.4902510643005371,0.48629212379455566,0.4340716600418091,0.4469926953315735,0.49187493324279785,0.5083157420158386,0.39573925733566284,0.3528832197189331,0.3345104455947876,0.3444656729698181,0.31194984912872314,0.3198625445365906,0.33915799856185913,0.3304290771484375,0.3426429033279419,0.37636733055114746,0.3721473217010498,0.38403916358947754,0.44302165508270264,0.434867262840271,0.415802001953125,0.43945980072021484,0.5294823944568634,0.5029614865779877,0.3340480327606201,0,1
0.7145830988883972,20,19,0.75607068836689,0.3645726442337036,0.3401678800582886,0.32646191120147705,0.4829951524734497,0.4952402114868164,0.4437643885612488,0.45407623052597046,0.4929051399230957,0.5132372379302979,0.3958696126937866,0.35667872428894043,0.34005552530288696,0.3439672589302063,0.3168606162071228,0.32529836893081665,0.3457854986190796,0.35214298963546753,0.3588911294937134,0.40449464321136475,0.40305769443511963,0.402801513671875,0.460685670375824,0.43977588415145874,0.4115118980407715,0.44796979427337646,0.5424683094024658,0.5094127655029297,0.29940712451934814,0,1
0.9611932635307312,13,12,0.75607068836689,0.36565279960632324,0.3468729257583618,0.3334616422653198,0.4772223234176636,0.464749813079834,0.42807358503341675,0.423328161239624,0.44491225481033325,0.44509047269821167,0.3601517081260681,0.3438056707382202,0.3346068859100342,0.31929636001586914,0.3192155361175537,0.31939399242401123,0.3312809467315674,0.3230797052383423,0.3447002172470093,0.3879782557487488,0.3798844814300537,0.4000409245491028,0.3602439761161804,0.3102642297744751,0.25282686948776245,0.21218103170394897,0.22193127870559692,0.18372052907943726,0.19606703519821167,1,0
2.6975231170654297,6,5,0.75607068836689,0.3541601896286011,0.3349887728691101,0.32296252250671387,0.47690415382385254,0.48292410373687744,0.4461047649383545,0.42295706272125244,0.4716653823852539,0.4715215563774109,0.3946428894996643,0.3919856548309326,0.37002038955688477,0.34664636850357056,0.34513163566589355,0.34865784645080566,0.369565486907959,0.3503996729850769,0.3667986989021301,0.4140111804008484,0.3897714614868164,0.42241424322128296,0.37600088119506836,0.3304206132888794,0.27027618885040283,0.22001749277114868,0.22453731298446655,0.19276344776153564,0.18762099742889404,1,0
4.044069290161133,6,5,0.75607068836689,0.35654354095458984,0.34531551599502563,0.33366334438323975,0.4904487133026123,0.47670114040374756,0.45111405849456787,0.4610965847969055,0.5012655854225159,0.5048117935657501,0.4278004765510559,0.4107104539871216,0.3953058123588562,0.3786129355430603,0.3796386122703552,0.37366604804992676,0.38138020038604736,0.36940842866897583,0.3712860345840454,0.379081130027771,0.3585277795791626,0.3859412670135498,0.3612363338470459,0.3013926148414612,0.25234663486480713,0.21801024675369263,0.23654580116271973,0.19514727592468262,0.20598983764648438,1,0
3.1974878311157227,8,7,0.75607068836689,0.3685944080352783,0.3530447483062744,0.3406752347946167,0.49022287130355835,0.4821819067001343,0.4447993040084839,0.4401848316192627,0.48103851079940796,0.4854150414466858,0.4037218689918518,0.39603757858276367,0.3865392804145813,0.37801843881607056,0.3681858777999878,0.35844898223876953,0.36294305324554443,0.3538590669631958,0.356441855430603,0.3993990421295166,0.3679715394973755,0.38430798053741455,0.34767043590545654,0.3023778200149536,0.23973673582077026,0.1939547061920166,0.19611763954162598,0.1619795560836792,0.16437774896621704,1,0
1.5236060619354248,12,11,0.75607068836689,0.35727912187576294,0.3352322578430176,0.3239569067955017,0.46712565422058105,0.45320266485214233,0.42156797647476196,0.4183359146118164,0.4388582706451416,0.437213659286499,0.3313847780227661,0.3086896538734436,0.2984344959259033,0.2869166135787964,0.2795732021331787,0.27151215076446533,0.29671788215637207,0.29263508319854736,0.3191416263580322,0.3641316890716553,0.34938883781433105,0.3872307538986206,0.3374839425086975,0.28694212436676025,0.23472082614898682,0.19554513692855835,0.20094698667526245,0.167391836643219,0.174787700176239,1,1
3.7446670532226562,9,8,0.75607068836689,0.35320204496383667,0.3364102244377136,0.3241863250732422,0.46571916341781616,0.45138412714004517,0.42067378759384155,0.42230814695358276,0.45069706439971924,0.44688957929611206,0.3514496088027954,0.32528603076934814,0.30725860595703125,0.29533517360687256,0.29064464569091797,0.2840306758880615,0.3037589192390442,0.2934917211532593,0.3164002299308777,0.36039507389068604,0.339316189289093,0.3745201826095581,0.33380603790283203,0.28356611728668213,0.23265516757965088,0.1951274275779724,0.2038261890411377,0.16103696823120117,0.1741495132446289,1,1
